stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,20.43,0,12.26
72hpf,2.14,0,8.56,0,1.07
21Day,1.34,0,5.35,2.68,0
22Month,1.09,1.09,0,0,0
