stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,4.09
72hpf,17.12,0,1.07,26.74,9.63
21Day,10.71,2.68,0,12.05,18.74
3Month,1.6,0,0,0,0
22Month,1.09,0,0,0,0
