stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,28.6,0,0
72hpf,0,0,0,0,0,6.42,0,3.21
21Day,0,0,1.34,0,0,12.05,1.34,1.34
3Month,0.64,0.32,0,0.32,0.64,0,0,0
22Month,1.64,8.75,0,0,1.64,2.19,0,0
