stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,4.09,0,0
72hpf,0,0,0,0,1.07,1.07,0,0,0
21Day,0,2.68,1.34,0,4.02,1.34,0,1.34,0
3Month,0.32,32.31,0,8.96,27.2,1.92,0,2.88,1.92
22Month,0,28.97,0.55,4.37,22.41,1.09,0.55,0,2.19
