stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,24.61,0,0,0
21Day,5.35,1.34,0,2.68,25.43,0,8.03,5.35
3Month,1.28,0,0.64,0,0,0,0.32,0
22Month,39.36,1.09,2.73,0,0.55,2.19,0.55,1.09
