stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,20.43,0,0
72hpf,2.14,0,0,1.07,0,2.14
3Month,0.32,8.96,0.64,0.32,0.32,0
