stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,16.35,0,0,0,0
72hpf,0,3.21,0,0,0,1.07
21Day,0,4.02,0,1.34,0,0
3Month,0.32,8.96,0.64,0.96,0,0.32
22Month,0,4.92,7.65,0,1.09,0.55
