stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0,0
21Day,0,2.68,0,2.68,0,0,0,0
3Month,0,2.56,0,1.6,0,0,0,0.32
22Month,2.19,59.59,1.64,12.57,2.19,61.23,2.19,2.19
