stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,32.69,0,0,4.09
72hpf,0,0,0,14.98,1.07,1.07,2.14
21Day,0,0,0,0,0,0,2.68
3Month,2.24,3.84,0.32,0,0,0,0
