stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,32.69,8.17
72hpf,1.07,5.35,0,0,1.07,13.91,5.35
21Day,0,2.68,0,0,0,0,6.69
3Month,0.64,2.88,0.96,0.96,1.6,0.64,0
22Month,0,1.64,1.64,0.55,0,0,0.55
