stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,4.09,0,0
72hpf,2.14,0,0,1.07,2.14,0,1.07
21Day,6.69,0,2.68,0,1.34,0,0
3Month,9.28,0.96,1.6,0,0,0,0.32
22Month,1.64,0,0,0,0,0.55,0
