stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,1.07,1.07,0
21Day,1.34,2.68,0,0,2.68,1.34
3Month,0.32,0,0.32,0,0.32,0.32
