stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,1.07,0,1.07,5.35,0,0,1.07
21Day,1.34,0,0,6.69,0,0,1.34
3Month,2.24,0,0,0,0,0.32,0.32
22Month,12.03,1.09,0.55,0.55,1.09,0,1.09
