stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,4.09
72hpf,1.07,0,0,2.14,25.67,0,4.28
21Day,4.02,2.68,0,2.68,28.11,1.34,12.05
3Month,0.32,0,0.64,0,0,0,0
22Month,1.64,0,0,0,0,0,0.55
