stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,77.64,0,0,24.52
72hpf,3.21,0,0,1.07,37.44,0,0,5.35
21Day,6.69,10.71,2.68,1.34,22.76,0,1.34,14.72
22Month,1.64,0,0,0,0,7.65,0,0
