stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,9.63,0,0,0
21Day,1.34,0,0,0,0,0,0,0
3Month,1.92,1.6,0.32,0.32,0,0,0.32,0
22Month,4.92,0,1.64,0,0,0.55,0,0.55
