stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,0,0,0,4.09,61.3,0,16.35
72hpf,1.07,0,0,0,2.14,8.56,0,1.07
21Day,0,2.68,0,1.34,0,1.34,1.34,0
3Month,3.2,0,0.32,0,0.64,0,0,0.32
22Month,0.55,0,0,1.64,0,0.55,0.55,1.64
