stage,Epithelial,Neuron,Other,Stromal
24hpf,0,4.09,4.09,0
72hpf,0,1.07,0,2.14
21Day,1.34,0,0,1.34
3Month,0.64,0,0,0
22Month,0.55,0,0.55,0
