stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,3.21,1.07,0,35.3,0,0,1.07
21Day,0,4.02,0,1.34,14.72,0,1.34,1.34
3Month,0.96,1.6,0.32,0,0.64,0,1.28,0.32
22Month,0,8.75,0.55,0,0,0.55,0,0
