stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,8.17,0,0,4.09
72hpf,0,5.35,0,0,0,18.19,0,0,6.42
21Day,1.34,8.03,4.02,0,1.34,17.4,0,1.34,9.37
3Month,0,0.64,0,0.96,0.64,0,0,0,0
22Month,0,4.92,0,0,0.55,0,0.55,0,0
