stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,2.14,0,1.07,0,11.77,0,37.44
21Day,0,0,0,1.34,2.68,0,2.68
3Month,1.6,1.6,0.64,0.64,0.32,0,0.32
22Month,6.01,4.37,1.09,0.55,0.55,0.55,1.09
