stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,4.28,0,0,0,0,2.14,1.07
21Day,6.69,1.34,0,0,1.34,0,10.71
3Month,4.48,0,51.19,0.96,0,0.32,0
22Month,1.09,0,3.83,0,0,0,0
