stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,36.78,12.26,0
72hpf,4.28,0,0,0,6.42,1.07,5.35
21Day,6.69,2.68,0,2.68,14.72,1.34,9.37
3Month,0.32,0,0.32,0,0,0,0
22Month,1.09,0,0,1.09,0,0.55,0
