stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,20.43
72hpf,1.07,1.07,0,0,0,0,0,1.07
21Day,0,6.69,0,0,0,0,0,1.34
3Month,1.92,32.31,2.24,2.88,1.92,0,0,3.2
22Month,1.09,19.13,0,4.92,2.19,0.55,26.24,1.09
