stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,1.07,0,1.07
21Day,0,0,0,2.68,0,1.34
3Month,0.96,9.6,0.64,2.24,0.32,0
22Month,0,1.09,0,2.73,0,0
