stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
72hpf,7.49,1.07,0,7.49,1.07,4.28
21Day,40.16,0,1.34,5.35,1.34,8.03
3Month,2.88,0,0,0,0,0
22Month,15.31,0,0.55,0,0.55,0
