stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,4.09,0,0,16.35,0
72hpf,4.28,1.07,0,7.49,0
21Day,1.34,0,1.34,1.34,1.34
3Month,0.96,0,0.96,0,0
