stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,3.21,0,0,0,57.77,0,2.14
21Day,1.34,0,0,2.68,0,22.76,1.34,2.68
3Month,2.88,0.32,1.28,0.96,0.64,0,0,0.64
22Month,13.12,0,0,5.47,0,0,0.55,1.09
