stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,3.21,0,0,0,1.07,11.77,0,1.07
21Day,8.03,0,0,1.34,2.68,10.71,1.34,1.34
3Month,9.92,0.32,20.16,1.28,0,0,0,0.96
