stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,4.09,0
72hpf,0,0,5.35,3.21
21Day,0,0,6.69,0
3Month,0,0.64,0,0.32
22Month,0.55,1.09,0,0
