stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,4.09,0
72hpf,1.07,0,0,0,0,2.14,0
21Day,0,2.68,0,0,0,1.34,2.68
3Month,0,2.24,0.64,0.96,0.64,0,0
22Month,0,2.73,0.55,0,0,0,0
