stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,40.86,4.09
72hpf,0,0,0,6.42,1.07
21Day,1.34,1.34,0,18.74,4.02
22Month,1.09,0,0,0,0
