stage,Endothelial,Epithelial,Muscle,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,0,2.14,1.07,3.21,0
21Day,0,1.34,6.69,1.34,2.68
3Month,0,0.96,0,0,0
22Month,1.09,3.83,0,0,1.09
