stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,3.21,0,0
21Day,0,1.34,1.34,0,0,0,2.68
3Month,0.64,46.07,2.24,1.28,0.32,0.32,0.96
22Month,0.55,3.83,0,0,0,0,0
