stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,8.56,0,0,0,0,33.16,0,1.07
21Day,4.02,1.34,0,0,0,5.35,0,1.34
3Month,46.39,0.64,661.66,11.2,1.6,2.56,1.92,3.52
22Month,3.83,0,1.09,0,0,0.55,0,0
