stage,Endothelial,Epithelial,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,32.69,0,0
72hpf,3.21,7.49,5.35,58.84,0,35.3
21Day,1.34,4.02,6.69,20.08,1.34,32.12
3Month,0,1.28,0.64,0,0,0.64
