stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,4.09,0,0,8.17,57.21,0
72hpf,1.07,0,0,1.07,21.4,4.28
21Day,2.68,6.69,0,2.68,9.37,8.03
3Month,1.6,0,0.64,0,0,0
22Month,1.09,0,0,0,0,0
