stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,3.21,0,0,1.07,1.07,4.28,0
21Day,9.37,2.68,0,0,1.34,4.02,1.34
3Month,2.24,0,0.32,0.64,0,0,0.32
