stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,3.21,0,0,6.42,0,0,0
21Day,0,28.11,1.34,2.68,4.02,0,0,0
3Month,0,4.8,0.96,0,0,0,0,0.32
22Month,0.55,38.27,1.64,1.09,0,1.64,0.55,1.09
