stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,20.43,0,0
72hpf,0,1.07,0,0,3.21,3.21,0,0
21Day,0,2.68,1.34,0,2.68,2.68,0,2.68
3Month,0.32,1.28,0,0.32,0.32,0,0,0
22Month,0,2.19,0,0.55,0,0,0.55,0
