stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,2.14,0,0,0
21Day,10.71,0,1.34,1.34,2.68,0,0,4.02
3Month,11.84,0.32,1.28,0.32,0,0.32,0,0.32
22Month,17.49,0.55,1.09,0.55,1.09,0.55,0.55,1.64
