stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,0,0
21Day,2.68,2.68,0,2.68,4.02,0,4.02
3Month,0.32,1.92,0.32,0,0.32,0.32,1.6
22Month,0.55,5.47,0.55,0,0,0,1.09
