stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,6.42,0,0
21Day,4.02,0,0,4.02,30.79,1.34,4.02
3Month,16,2.88,2.24,0,0,0,0.96
22Month,4.37,0,0.55,0,0.55,0,0
