stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,4.09,0
72hpf,6.42,0,0,1.07,8.56,0,0
21Day,9.37,0,0,0,4.02,0,1.34
3Month,4.16,2.88,0.64,0,0.32,0,0.64
22Month,2.73,0,0.55,0,0,0,0.55
