stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,1.07,0,0,0,1.07,63.12
21Day,4.02,0,0,1.34,1.34,45.51
3Month,3.2,2.56,0.96,0.32,0,3.52
22Month,5.47,0,0.55,0.55,0.55,0
