stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,10.7
21Day,0,0,0,4.02,4.02,0,0,26.77
3Month,2.56,0.32,0.64,1.28,0,0,0.32,0.64
22Month,3.28,0,0.55,0,0.55,0.55,0,1.09
