stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,2.14,1.07,0,2.14,67.4,5.35
21Day,4.02,0,9.37,0,30.79,17.4
3Month,0.32,0,0.32,0.32,0,0
22Month,3.28,0,0,0,0,0
