stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,5.35,0,0,1.07,2.14,0,0
21Day,2.68,0,0,0,0,0,64.25
3Month,14.72,2.24,1.92,0,0,0.64,2.88
22Month,10.39,3.83,1.09,0.55,1.09,0,0.55
