stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,24.52,155.28,8.17,0,44.95,69.47,825.45,24.52,212.49
72hpf,0,5.35,2.14,3.21,0,2.14,59.91,0,11.77
21Day,0,28.11,73.62,0,12.05,9.37,34.8,0,6.69
3Month,0,0.64,0,4.48,0.96,0,0,0,0
22Month,0,7.11,0.55,0.55,2.19,0,0,1.09,1.09
