stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,4.09
72hpf,2.14,1.07,0,0,5.35,0,2.14
21Day,0,0,1.34,1.34,8.03,0,2.68
3Month,1.28,0,1.6,0.64,0,0.64,0
