stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,1.07,0,0,8.56,0,0
21Day,0,0,0,0,16.06,0,1.34
3Month,0,6.08,0.96,2.56,0.64,0,1.6
22Month,1.64,18.04,0,3.83,1.64,0.55,2.73
