stage,Epithelial,Erythroid,Germ,Immune,Neuron
24hpf,4.09,0,0,4.09,28.6
72hpf,1.07,0,1.07,0,6.42
21Day,0,1.34,0,1.34,1.34
22Month,0,0,0,0,1.64
