stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,8.17,0,44.95,4.09
72hpf,3.21,0,0,0,0,11.77,1.07
21Day,2.68,1.34,0,1.34,1.34,4.02,1.34
3Month,2.24,0,0.96,0.32,0,0,1.28
22Month,3.83,0,0.55,1.09,0,0.55,0.55
