stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,2.14,0,0
21Day,0,1.34,0,2.68,0,0,1.34
3Month,2.24,0,0.64,0.32,0,0,0
22Month,5.47,0,2.19,1.64,0,1.64,1.09
