stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,0
72hpf,0,0,0,5.35,0,1.07
21Day,0,0,0,8.03,1.34,2.68
3Month,0.96,0.64,0.64,0.32,0.32,0.32
22Month,0,1.09,0,0.55,0,0
