stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,0,0,4.09
72hpf,0,0,0,0,0,1.07,9.63,0,0,21.4
21Day,4.02,32.12,5.35,0,5.35,12.05,199.44,0,8.03,14.72
3Month,0,20.48,0,10.88,1.92,0,5.76,0,1.28,3.52
22Month,0,58.49,0.55,3.83,7.11,2.19,31.71,3.28,6.56,1.09
