stage,Epithelial,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,12.26,0,8.17
72hpf,0,0,19.26,0,6.42
21Day,1.34,4.02,16.06,1.34,8.03
22Month,0.55,0,0,0,0.55
