stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,1.07,1.07,0
3Month,0.32,7.04,0.32,0,0.96
22Month,0,4.37,0,0,0
