stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,12.26,4.09
72hpf,0,0,0,0,1.07,0
21Day,2.68,0,0,1.34,6.69,1.34
3Month,2.88,20.48,0.96,0.64,0,0.32
