stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,1.07,0,0,0,1.07,20.33,0,6.42
21Day,0,1.34,0,0,4.02,14.72,1.34,5.35
3Month,2.56,0,1.28,5.12,0.96,0,0,0.96
22Month,4.92,0,1.64,0.55,0,0.55,0,0
