stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,8.17,0,0
72hpf,0,0,0,3.21,0,2.14
21Day,1.34,0,0,5.35,0,1.34
3Month,3.84,14.08,0.64,0.32,0.32,0.64
