stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,28.6,0,0,4.09
72hpf,0,1.07,0,0,10.7,0,0,0
21Day,0,0,0,0,12.05,0,0,0
3Month,0,12.8,16.32,2.88,0,0,0.32,1.6
22Month,0.55,45.37,10.93,7.11,0,1.64,0.55,2.19
