stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,3.21,0,0,0,0,0,0,0
21Day,4.02,1.34,0,1.34,1.34,0,0,0
3Month,33.27,0.32,0.64,2.88,0.64,0.32,0.96,0.32
22Month,42.64,1.09,0.55,3.28,0,1.09,0,1.09
