stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,1.07,0
21Day,0,1.34,0,0,2.68,0
3Month,0,0,1.28,0,0,0
22Month,0.55,1.09,1.09,1.64,0,0.55
